edition,round,home_team,away_team,date,home_result,away_result,result,city
2010,Poules,Switzerland ,Honduras,2010-01-01,0,0,draw,Bloemfontein
2010,Huitièmes de finale,Uruguay,South Korea ,2010-01-01,2,1,home_team,Port_Elizabeth
2010,Huitièmes de finale,USA,Ghana,2010-01-01,1,2,away_home,Rustenburg
2010,Huitièmes de finale,Germany ,England,2010-01-01,4,1,home_team,Bloemfontein
2010,Huitièmes de finale,Argentina,Mexico ,2010-01-01,3,1,home_team,Johannesburg
2010,Huitièmes de finale,Netherlands ,Slovakia ,2010-01-01,2,1,home_team,Durban
2010,Huitièmes de finale,Brazil ,Chile,2010-01-01,3,0,home_team,Johannesburg
2010,Huitièmes de finale,Paraguay,Japan ,2010-01-01,0,0,draw,Pretoria
2010,Huitièmes de finale,Spain ,Portugal,2010-01-01,1,0,home_team,Cape Town
2010,Quarts de finale,Netherlands ,Brazil ,2010-01-01,2,1,home_team,Port_Elizabeth
2010,Quarts de finale,Uruguay,Ghana,2010-01-01,1,1,draw,Johannesburg
2010,Quarts de finale,Argentina,Germany ,2010-01-01,0,4,away_home,Cape Town
2010,Quarts de finale,Paraguay,Spain ,2010-01-01,0,1,away_home,Johannesburg
2010,Demi-finales,Uruguay,Netherlands ,2010-01-01,2,3,away_home,Cape Town
2010,Demi-finales,Germany ,Spain ,2010-01-01,0,1,away_home,Durban
2010,Troisième place,Uruguay,Germany ,2010-01-01,2,3,away_home,Port_Elizabeth
2010,Finale,Netherlands ,Spain ,2010-01-01,0,1,away_home,Johannesburg
