edition,round,home_team,away_team,date,home_result,away_result,result,city,id_match
1994,Poules,Romania ,Switzerland ,1994-01-01,1,4,away_home,Detroit,1d87e0db-0af3-4332-8155-77c6fcda5238
1994,Poules,Nigeria,Bulgaria ,1994-01-01,3,0,home_team,Dallas,faa5ae09-24cf-4921-93f1-7ed2c3d78490
1994,Poules,Bulgaria ,Greece ,1994-01-01,4,0,home_team,Chicago,b012d947-64ec-4285-b58d-55a9e652682f
1994,Poules,Argentina,Nigeria,1994-01-01,2,1,home_team,Boston,4238b83b-10a9-47a8-9db4-950108658f5d
1994,Poules,Belgium ,Netherlands ,1994-01-01,1,0,home_team,Orlando,49a5fffd-6f00-4cd7-8e55-ee96670ef25f
1994,Poules,Sweden ,Russia ,1994-01-01,3,1,home_team,Detroit,9dcc45a6-ba97-43d7-abd1-81047f67777d
1994,Poules,Saudi Arabia ,Morocco ,1994-01-01,2,1,home_team,New_York,61407d43-a139-4869-821b-ab9376e6e882
1994,Poules,Brazil ,Cameroon ,1994-01-01,3,0,home_team,San_Francisco,f688696d-f32b-476c-a630-0b0aefa6a446
1994,Poules,USA,Romania ,1994-01-01,0,1,away_home,Los Angeles,433134af-c265-4363-aa82-d4503cb9a2b7
1994,Poules,South Korea ,Bolivia,1994-01-01,0,0,draw,Boston,e77681fe-40fb-4c6c-a0b4-bd84e1aa321b
1994,Poules,Italy ,Norway ,1994-01-01,1,0,home_team,New_York,3570dba3-10e8-4921-b13f-72d344308954
1994,Poules,USA,Colombia,1994-01-01,2,1,home_team,Los Angeles,ca6c3c44-bb18-44d2-b1bf-1cacaf729005
1998,Poules,USA,Yugoslavia ,1998-01-01,0,1,away_home,Nantes,4220a82f-b63f-4257-93ea-fb3b811a34e8
1998,Poules,Japan ,Jamaica,1998-01-01,1,2,away_home,Lyon,e8e0d104-13f8-4903-b340-1d60493a0b46
1998,Poules,Argentina,Croatia ,1998-01-01,1,0,home_team,Bordeaux,d12e638e-cdfc-458d-92e8-960bc7a86dce
1998,Poules,Germany ,Iran ,1998-01-01,2,0,home_team,Montpellier,52521d1c-a09a-4144-a927-37b476e769df
1998,Poules,Colombia,England,1998-01-01,0,2,away_home,Lens,879e1b80-3c28-4438-ab0c-b6b846a16c02
1998,Poules,Belgium ,South Korea ,1998-01-01,1,1,draw,Paris,2f8f5f39-d8f8-41fe-a2f0-3a2ee9325f25
1998,Poules,Scotland,Morocco ,1998-01-01,0,3,away_home,Saint-Étienne,e7b41048-af28-47dc-8674-61e292c49b39
1998,Poules,Spain ,Bulgaria ,1998-01-01,6,1,home_team,Lens,4f127a76-2458-43d5-b6fc-bdd50e1fd967
1998,Poules,Nigeria,Paraguay,1998-01-01,1,3,away_home,Toulouse,3d780e8f-2086-4e28-9ce9-854e25693bfd
1998,Poules,South Africa ,Saudi Arabia ,1998-01-01,2,2,draw,Bordeaux,7e0c798a-5003-42d7-a6e9-f1bfd3c3cd9f
1998,Poules,France,Denmark ,1998-01-01,2,1,home_team,Lyon,888d53b1-808b-478e-b594-ff808b49173d
1998,Poules,Romania ,Tunisia ,1998-01-01,1,1,draw,Paris,91d71c43-7310-47c8-9fa4-b5947e0cff7d
1998,Poules,Netherlands ,Mexico ,1998-01-01,2,2,draw,Saint-Étienne,052a825c-3956-4d3e-905a-5512dd9e780a
1998,Huitièmes de finale,Italy ,Norway ,1998-01-01,1,0,home_team,Marseille,51a30620-9beb-4a62-94dd-63f6ac7ee940
1998,Demi-finales,France,Croatia ,1998-01-01,2,1,home_team,Paris,e9790efc-22df-496c-a46d-8e28f55b3452
1998,Huitièmes de finale,France,Paraguay,1998-01-01,1,0,home_team,Lens,001b0d4c-2105-4c5c-a998-448438de4d4a
1998,Huitièmes de finale,Nigeria,Denmark ,1998-01-01,1,4,away_home,Paris,328f00cf-a5d3-4a8f-a134-3348c62c3532
1998,Huitièmes de finale,Germany ,Mexico ,1998-01-01,2,1,home_team,Montpellier,4561eb1f-93ba-494e-9a17-5c3b117993bd
1998,Huitièmes de finale,Netherlands ,Yugoslavia ,1998-01-01,2,1,home_team,Toulouse,20d5b551-cd69-4c0b-a559-7b8c34e42d05
1998,Huitièmes de finale,Romania ,Croatia ,1998-01-01,0,1,away_home,Bordeaux,a896c4e5-ca7b-4d5a-b9f4-83c7a3e7d391
1998,Huitièmes de finale,Argentina,England,1998-01-01,2,2,draw,Saint-Étienne,f89118f2-347f-483a-bab4-b58bf2504809
1998,Quarts de finale,Italy ,France,1998-01-01,0,0,draw,Paris,2cc2a0e6-18ab-4c1c-b6ca-3ce3bf35d6ad
1998,Quarts de finale,Brazil ,Denmark ,1998-01-01,3,2,home_team,Nantes,4f852d7e-b8ef-444e-9fa0-b179aa9751d5
1998,Quarts de finale,Netherlands ,Argentina,1998-01-01,2,1,home_team,Marseille,1fc46f7b-8673-4f5d-9a88-bd1efd67a2d9
1998,Quarts de finale,Germany ,Croatia ,1998-01-01,0,3,away_home,Lyon,dea4f9e9-2bb6-45ca-a5d0-a6769d0c6585
1998,Demi-finales,Brazil ,Netherlands ,1998-01-01,1,1,draw,Marseille,21a3b056-dcab-403a-9712-8d32cb36a04c
1998,Poules,Italy ,Austria ,1998-01-01,2,1,home_team,Paris,8c94d604-9b5b-4b58-9b5d-2ecbae948454
1998,Troisième place,Croatia ,Netherlands ,1998-01-01,2,1,home_team,Paris,dbfe5270-e0e5-4439-a746-0ac4046cd59e
1998,Finale,France,Brazil ,1998-01-01,3,0,home_team,Paris,2fbf5a37-04cf-4772-8d34-03f99cc2c6ec
1998,Huitièmes de finale,Brazil ,Chile,1998-01-01,4,1,home_team,Paris,85f7a152-ca9f-45ac-8c59-3208bceb910e
1998,Poules,Chile,Cameroon ,1998-01-01,1,1,draw,Nantes,a66efbd3-a43a-48aa-8844-22b4bef9d978
1998,Poules,Brazil ,Norway ,1998-01-01,1,2,away_home,Marseille,59d72655-ee0d-4891-a0cf-bf7e6143c566
1998,Poules,Colombia,Tunisia ,1998-01-01,1,0,home_team,Montpellier,5087ddba-d38a-4bab-b4d0-0d7c4789b049
1998,Poules,Romania ,England,1998-01-01,2,1,home_team,Toulouse,3a3a9fe3-838c-4d64-b87b-d9c3bd6e0762
1998,Poules,Morocco ,Norway ,1998-01-01,2,2,draw,Montpellier,5e919ac0-daa5-4bf7-91d7-7882a659ad5c
1998,Poules,Italy ,Chile,1998-01-01,2,2,draw,Bordeaux,a32baed0-9aed-438f-b3ab-ff0623642389
1998,Poules,Cameroon ,Austria ,1998-01-01,1,1,draw,Toulouse,d2293940-7792-401e-ac12-c291e1117b64
1998,Poules,Paraguay,Bulgaria ,1998-01-01,0,0,draw,Montpellier,9c4e93c6-660e-442b-a0c9-9069d4af9d9f
1998,Poules,Saudi Arabia ,Denmark ,1998-01-01,0,1,away_home,Lens,1636099e-2191-4072-b317-9aa553ff7959
1998,Poules,France,South Africa ,1998-01-01,3,0,home_team,Marseille,d5f799af-f5f1-49b4-bfa1-9b90de66057f
1998,Poules,Spain ,Nigeria,1998-01-01,2,3,away_home,Nantes,5588f014-c451-4d1c-b477-67373337cfca
1998,Poules,South Korea ,Mexico ,1998-01-01,1,3,away_home,Lyon,d74c1cd0-2e8a-47fd-a103-0ca7bb8e31ef
1998,Poules,Netherlands ,Belgium ,1998-01-01,0,0,draw,Paris,ed5abcc7-25a0-4fa2-a894-333593a31191
1998,Poules,Argentina,Japan ,1998-01-01,1,0,home_team,Toulouse,7c855108-c9cc-4607-bf26-16a668d7b689
1998,Poules,Yugoslavia ,Iran ,1998-01-01,1,0,home_team,Saint-Étienne,f122ee3a-6ef0-469b-9686-637a357f13b8
1998,Poules,Jamaica,Croatia ,1998-01-01,1,3,away_home,Lens,81bc49a4-50a5-43f6-8728-4d88f335c56e
1998,Poules,England,Tunisia ,1998-01-01,2,0,home_team,Marseille,459b4bf5-02fb-442f-8c3e-ab3ded4a3ee2
1998,Poules,Romania ,Colombia,1998-01-01,1,0,home_team,Lyon,ab16fac3-8f4f-45be-b01e-cfb1f49eb623
1998,Poules,Brazil ,Scotland,1998-01-01,2,1,home_team,Paris,67bee7a2-7771-4bb9-9562-676c0cf5f4a7
1998,Poules,Scotland,Norway ,1998-01-01,1,1,draw,Bordeaux,212c0b42-ca7e-4ca0-8fd8-934fb3d2221f
1998,Poules,Germany ,USA,1998-01-01,2,0,home_team,Paris,88532a32-9003-4830-b277-3433b9a0f5b3
1998,Poules,Argentina,Jamaica,1998-01-01,5,0,home_team,Paris,f32ab8f0-67d9-4d6d-88ae-19f0e8b7ea1a
1998,Poules,Germany ,Yugoslavia ,1998-01-01,2,2,draw,Lens,0f9abbb2-9848-4edf-bd45-ce66e6e6c196
1998,Poules,Netherlands ,South Korea ,1998-01-01,5,0,home_team,Marseille,4c0b31c3-6c12-446f-83bd-53b96708e18c
1998,Poules,Belgium ,Mexico ,1998-01-01,2,2,draw,Bordeaux,80c6b322-c528-4cac-9b20-ebaaa5b0b15b
1998,Poules,Japan ,Croatia ,1998-01-01,0,1,away_home,Nantes,2be5be23-3054-4a6e-ae17-477c4d8d68fe
1998,Poules,USA,Iran ,1998-01-01,1,2,away_home,Lyon,813eaed3-27b4-45b5-abdd-7ca58311758e
1998,Poules,Nigeria,Bulgaria ,1998-01-01,1,0,home_team,Paris,bee45376-b6a0-4a13-87d1-31e9656e2700
1998,Poules,France,Saudi Arabia ,1998-01-01,4,0,home_team,Paris,805b4a30-7e56-470c-8e51-258c16759662
1998,Poules,South Africa ,Denmark ,1998-01-01,1,1,draw,Toulouse,5dc41c63-94ab-4691-86f9-9dc5c9e06f2e
1998,Poules,Italy ,Cameroon ,1998-01-01,3,0,home_team,Montpellier,3678d3ce-a2d1-460d-8c89-cc9dc11d4803
1998,Poules,Chile,Austria ,1998-01-01,1,1,draw,Saint-Étienne,67f5a7ae-4aee-491b-9750-6aeb0f718e34
1998,Poules,Brazil ,Morocco ,1998-01-01,3,0,home_team,Nantes,a11aebd0-81d3-42d3-9ce3-782ca454ba52
1998,Poules,Spain ,Paraguay,1998-01-01,0,0,draw,Saint-Étienne,0c7cc622-ea80-4999-b864-9c7f21b2d747
2002,Poules,Poland ,USA,2002-01-01,3,1,home_team,Daejeon,099c43ce-00bf-4746-afaa-9d454214456c
2002,Poules,Tunisia ,Japan ,2002-01-01,0,2,away_home,Osaka,70d3eae7-0f89-40f6-b608-d872dec46919
2002,Poules,Belgium ,Russia ,2002-01-01,3,2,home_team,Shizuoka,b738fb7f-8ce4-4d66-aea2-881a37eecfa8
2002,Poules,Mexico ,Italy ,2002-01-01,1,1,draw,Oita,ebdf4439-fa3f-4278-a582-8e3871a212d8
2002,Poules,Ecuador,Croatia ,2002-01-01,1,0,home_team,Yokohama,91436634-2e61-49b6-b49d-2dea66016b55
2002,Poules,Slovenia ,Paraguay,2002-01-01,1,3,away_home,Seogwipo,86194bf8-15c5-4951-a43e-330b50d94e59
2002,Poules,Costa Rica,Brazil ,2002-01-01,2,5,away_home,Suwon,6767dc39-71a1-4c2a-a061-9c9da5cf0780
2002,Poules,South Africa ,Spain ,2002-01-01,2,3,away_home,Daejeon,ed0538de-e423-4702-83fe-9767fa120b75
2002,Poules,Nigeria,England,2002-01-01,0,0,draw,Osaka,6397b53f-e88c-4fc2-8fdb-3a92daf312bb
2002,Poules,Sweden ,Argentina,2002-01-01,1,1,draw,Miyagi,975b67d6-4859-42df-bc22-3eb9f86c1875
2002,Poules,Portugal,South Korea ,2002-01-01,0,1,away_home,Incheon,92f8331a-291f-4db5-b198-11694a4ed5f9
2002,Poules,Cameroon ,Germany ,2002-01-01,0,2,away_home,Shizuoka,873a7d98-c62a-4bfb-b58a-6f3d260e1a89
2002,Poules,Turkey ,China ,2002-01-01,3,0,home_team,Seoul,90598c14-1994-47d3-b8a3-9cbd2d383059
2002,Huitièmes de finale,Germany ,Paraguay,2002-01-01,1,0,home_team,Seogwipo,37683696-92cb-4ce3-93b9-a18d95980bd8
2002,Quarts de finale,England,Brazil ,2002-01-01,1,2,away_home,Shizuoka,cba236eb-0a0e-4ce5-a79d-c67ca5def528
2002,Huitièmes de finale,Sweden ,Senegal ,2002-01-01,1,2,away_home,Oita,da4591c5-95ec-49d6-ab0e-cd4661d92309
2002,Huitièmes de finale,Spain ,Ireland ,2002-01-01,1,1,draw,Suwon,a4c6b030-e59c-4d6a-8254-69e84a7e6b70
2002,Huitièmes de finale,Mexico ,USA,2002-01-01,0,2,away_home,Jeonju,4eb03043-b438-400e-a2bd-6df79c77f9fd
2002,Huitièmes de finale,Brazil ,Belgium ,2002-01-01,2,0,home_team,Kobe,45dc3a7b-3db6-4082-bb7c-85fdab6d1e2d
2002,Huitièmes de finale,Japan ,Turkey ,2002-01-01,0,1,away_home,Miyagi,7e5e5733-484e-4740-b1f7-2497e1f08f10
2002,Huitièmes de finale,South Korea ,Italy ,2002-01-01,2,1,home_team,Daejeon,f8e0a3cd-06d7-4b89-b507-5d621b682876
2002,Quarts de finale,Germany ,USA,2002-01-01,1,0,home_team,Ulsan,dd4185d6-ba42-4610-b2ed-57e096e5843a
2002,Quarts de finale,Spain ,South Korea ,2002-01-01,0,0,draw,Gwangju,1e9f00dd-3416-4dcd-bc2c-987dc7e12301
2002,Quarts de finale,Senegal ,Turkey ,2002-01-01,0,1,away_home,Osaka,8c1bed64-c137-4bca-a7c5-622aeeabae29
2002,Demi-finales,Germany ,South Korea ,2002-01-01,1,0,home_team,Seoul,b85b25f3-56dd-40d7-8e5a-b0e04018e20c
2002,Demi-finales,Brazil ,Turkey ,2002-01-01,1,0,home_team,Saitama,4804fd7f-b767-4946-87b8-97111cda5793
2002,Troisième place,Turkey ,South Korea ,2002-01-01,3,2,home_team,Daegu,8cd17378-14de-468d-ac45-0312e34bbb2a
2002,Finale,Brazil ,Germany ,2002-01-01,2,0,home_team,Yokohama,07f0480a-3193-472b-8132-2b2f8fe56c46
2002,Poules,Senegal ,Uruguay,2002-01-01,3,3,draw,Suwon,2e55c13c-9b63-4886-b88f-dee1a7aeea2e
2002,Huitièmes de finale,Denmark ,England,2002-01-01,0,3,away_home,Niigata,4587c10a-bfa8-4b75-89ca-44822c40bc45
2002,Poules,Denmark ,France,2002-01-01,2,0,home_team,Incheon,1e2979ad-a06a-49e1-a6ca-41cf2c66c1f4
2002,Poules,Saudi Arabia ,Ireland ,2002-01-01,0,3,away_home,Yokohama,1f4d940b-b82d-4378-8ff7-e61df8c24515
2002,Poules,Tunisia ,Belgium ,2002-01-01,1,1,draw,Oita,ba4f508a-fbcc-4629-875a-ed6683cc8f12
2002,Poules,Ireland ,Cameroon ,2002-01-01,1,1,draw,Niigata,f95dfda3-df61-4463-a878-286eff83de60
2002,Poules,Uruguay,Denmark ,2002-01-01,1,2,away_home,Ulsan,b66a5058-bab7-4379-91d1-399c9c098d61
2002,Poules,Germany ,Saudi Arabia ,2002-01-01,8,0,home_team,Sapporo,866ba3fe-abc4-45b0-aee5-2cef238fc870
2002,Poules,Argentina,Nigeria,2002-01-01,1,0,home_team,Ibaraki,a33ab6bf-2904-4a86-92a4-d4e7054e527c
2002,Poules,Paraguay,South Africa ,2002-01-01,2,2,draw,Busan,c5902d13-625d-4851-aed3-914bff4acacd
2002,Poules,England,Sweden ,2002-01-01,1,1,draw,Saitama,9889ddbc-2cfe-4202-b78a-30be5676c7e0
2002,Poules,Spain ,Slovakia ,2002-01-01,3,1,home_team,Gwangju,a1ab8be1-dcbf-45c7-beca-addb1a510777
2002,Poules,Croatia ,Mexico ,2002-01-01,0,1,away_home,Niigata,692c289e-3f22-4a8e-96cb-faa56a8cc5e4
2002,Poules,Brazil ,Turkey ,2002-01-01,2,1,home_team,Ulsan,b5d7232f-ad00-44f0-92b7-da96966ada61
2002,Poules,Italy ,Ecuador,2002-01-01,2,0,home_team,Sapporo,b23b1c90-fb9c-4e91-b557-fb36baeb7d44
2002,Poules,China ,Costa Rica,2002-01-01,0,2,away_home,Gwangju,989b0575-cfe0-4377-8b40-231f41ac546f
2002,Poules,Japan ,Belgium ,2002-01-01,2,2,draw,Saitama,47ad3241-6bfc-419d-9acd-ef75bdad3153
2002,Poules,South Korea ,Poland ,2002-01-01,2,0,home_team,Busan,7ebd915e-a57e-4b34-8df4-dcd9e85d85e3
2002,Poules,Russia ,Tunisia ,2002-01-01,2,0,home_team,Kobe,d70a34de-0ad4-418f-8634-09a5f2d60c75
2002,Poules,USA,Portugal,2002-01-01,3,2,home_team,Suwon,38f22821-4ac5-4361-8a2f-c25ac3f347fb
2002,Poules,France,Senegal ,2002-01-01,0,1,away_home,Seoul,0d47dc85-302c-413a-9f98-6bd796c515c3
2002,Poules,Denmark ,Senegal ,2002-01-01,1,1,draw,Daegu,fb9a93fc-8fff-4e21-a06a-2956c6b1d920
2002,Poules,Germany ,Ireland ,2002-01-01,1,1,draw,Ibaraki,b4ceb9b5-e170-43aa-aee2-622557fa3699
2002,Poules,South Korea ,USA,2002-01-01,1,1,draw,Daegu,de935903-d039-493e-9ed4-9039376f4558
2002,Poules,Japan ,Russia ,2002-01-01,1,0,home_team,Yokohama,32ef1315-775b-48d5-bda0-1c788431fce2
2002,Poules,Costa Rica,Turkey ,2002-01-01,1,1,draw,Incheon,ad74b7a3-6cb5-48ac-93c0-296e04411bed
2002,Poules,Mexico ,Ecuador,2002-01-01,2,1,home_team,Miyagi,fd36cc1c-94bd-432d-bc7d-28c2d066fe63
2002,Poules,Brazil ,China ,2002-01-01,4,0,home_team,Seogwipo,e418939e-d71d-43f2-9b75-491ebbfc3056
2002,Poules,Portugal,Poland ,2002-01-01,4,0,home_team,Jeonju,ad789116-d8a3-4406-a022-764062a860d0
2002,Poules,South Africa ,Slovakia ,2002-01-01,1,0,home_team,Daegu,7f25cbea-0ca9-496d-81f0-27e669c23070
2002,Poules,Argentina,England,2002-01-01,0,1,away_home,Sapporo,b930b1f9-8c4d-45e4-b043-2890ed1c4965
2002,Poules,Spain ,Paraguay,2002-01-01,3,1,home_team,Jeonju,25f79bc1-ed27-4259-a12c-4e7c1350a73f
2002,Poules,Italy ,Croatia ,2002-01-01,1,2,away_home,Ibaraki,a5175739-1b5c-4b30-b963-a4592ed0f770
2002,Poules,Sweden ,Nigeria,2002-01-01,2,1,home_team,Kobe,93baaf8c-18a5-41b2-9e63-e3f3285dfef4
2002,Poules,France,Uruguay,2002-01-01,0,0,draw,Busan,44cb2b23-d0f0-4ae1-acb7-86851d138b76
2002,Poules,Cameroon ,Saudi Arabia ,2002-01-01,1,0,home_team,Saitama,434b6b6f-bda7-4abe-a185-ea5183928e53
2006,Poules,Ukraine ,Tunisia ,2006-01-01,1,0,home_team,Berlin,7031bbf1-47df-426b-8df9-53e0ef3336f8
2006,Poules,Saudi Arabia ,Spain ,2006-01-01,0,1,away_home,Kaiserslautern,67c11c49-941d-4899-90f9-c60b3570c26b
2006,Poules,Croatia ,Australia,2006-01-01,2,2,draw,Stuttgart,495a71bc-4e30-4060-bc04-9782fb114bc7
2006,Poules,Japan ,Brazil ,2006-01-01,1,4,away_home,Dortmund,c27a1d42-6967-430f-8c6c-627651e0627b
2006,Poules,Ghana,USA,2006-01-01,2,1,home_team,Nürnberg,64fd7e48-463f-49df-be42-20ab80d11428
2006,Poules,Netherlands ,Argentina,2006-01-01,0,0,draw,Frankfurt Am Main,19f0c7c5-3617-406f-bdb2-99503f97cfdd
2006,Poules,Ivory Coast ,Serbia-Montenegro ,2006-01-01,3,2,home_team,München,5f7263d1-183a-408d-8e4b-944e7ce5bccf
2006,Poules,Togo,France,2006-01-01,0,2,away_home,Köln,021649a3-3d1c-4f79-b1cd-a4669ba71a7c
2006,Poules,Iran ,Angola,2006-01-01,1,1,draw,Leipzig,c6486713-bafc-418a-acb8-a43d6e0f04da
2006,Poules,Portugal,Mexico ,2006-01-01,2,1,home_team,Gelsenkirchen,9020aac5-3b8c-4861-9cb7-34f74caf7a90
2006,Poules,Paraguay,Trinidad and Tobago,2006-01-01,2,0,home_team,Kaiserslautern,949c0d44-e862-47cf-bb50-869620f3b1f6
2006,Poules,Sweden ,England,2006-01-01,2,2,draw,Köln,dc69e2ba-6005-47b1-bd82-9efd2d89bba9
2006,Poules,Costa Rica,Poland ,2006-01-01,1,2,away_home,Hannover,fa7f7dc9-f02a-4354-9ce2-e7ca9774e360
2006,Poules,Czech Republic ,Italy ,2006-01-01,0,2,away_home,Hamburg,757e5ffa-fa20-4a49-a4fe-6e2c4e808c6e
2006,Poules,Switzerland ,South Korea ,2006-01-01,2,0,home_team,Hannover,eb09f4a6-908e-4495-aace-b1b8d4422387
2006,Huitièmes de finale,England,Ecuador,2006-01-01,1,0,home_team,Stuttgart,cae6bba2-de75-497a-afc5-cc1148ca3c85
2006,Huitièmes de finale,Argentina,Mexico ,2006-01-01,2,1,home_team,Leipzig,7f71f357-761f-4e14-b8c0-72decacea5d8
2006,Huitièmes de finale,Portugal,Netherlands ,2006-01-01,1,0,home_team,Nürnberg,1e12c7a9-36b6-4b2a-8bf2-8d3a5ffd02d3
2006,Huitièmes de finale,Italy ,Australia,2006-01-01,1,0,home_team,Kaiserslautern,0e2b125a-43f5-4543-9c05-ac0cee17b2d1
2006,Huitièmes de finale,Switzerland ,Ukraine ,2006-01-01,0,0,draw,Köln,96b0b886-ee74-4530-a8f2-17ed57e349ef
2006,Huitièmes de finale,Spain ,France,2006-01-01,1,3,away_home,Hannover,f2eca86b-4ef3-4c1f-94e4-d42cc57c1cba
2006,Quarts de finale,Germany ,Argentina,2006-01-01,1,1,draw,Berlin,b26dee31-47cc-4fa8-b936-663a611b81c8
2006,Quarts de finale,Italy ,Ukraine ,2006-01-01,3,0,home_team,Hamburg,0f425aac-9e4e-4f3a-9cb0-c4fdb344b797
2006,Quarts de finale,England,Portugal,2006-01-01,0,0,draw,Gelsenkirchen,23ee13c7-0bed-44fc-b018-805e801d37c5
2006,Quarts de finale,Brazil ,France,2006-01-01,0,1,away_home,Frankfurt Am Main,1d2eaaa4-58c5-4a17-8bc8-9eb7018a3ca4
2006,Demi-finales,Germany ,Italy ,2006-01-01,0,2,away_home,Dortmund,584676bd-af83-4ca9-95b4-f95320f46ed8
2006,Demi-finales,Portugal,France,2006-01-01,0,1,away_home,München,f362e830-2014-403b-9556-9845dd2e7954
2006,Troisième place,Germany ,Portugal,2006-01-01,3,1,home_team,Stuttgart,a4ea0746-13c1-49a6-81ad-747c1c13df06
2006,Poules,Ecuador,Germany ,2006-01-01,0,3,away_home,Berlin,24e3a609-afce-4b06-b6fc-a32a46a8cb42
2006,Finale,Italy ,France,2006-01-01,1,1,draw,Berlin,7aec7a9e-502d-4a06-acc6-83d1ecdebfb0
2006,Huitièmes de finale,Germany ,Sweden ,2006-01-01,2,0,home_team,München,694ff3cf-81bc-4382-ab07-8747e8549f8e
2006,Huitièmes de finale,Brazil ,Ghana,2006-01-01,3,0,home_team,Dortmund,7aee754b-9a8c-4b78-94a5-21191ae4a217
2006,Poules,Spain ,Tunisia ,2006-01-01,3,1,home_team,Stuttgart,e4e4fc70-ff9f-4cde-add7-fe1d638e76e2
2006,Poules,Togo,Switzerland ,2006-01-01,0,2,away_home,Dortmund,881ad5c6-8b86-46a7-82e2-facf40bc042a
2006,Poules,Saudi Arabia ,Ukraine ,2006-01-01,0,4,away_home,Hamburg,b39cfb0c-ed33-471f-a315-c82575ffa130
2006,Poules,Germany ,Costa Rica,2006-01-01,4,2,home_team,München,91e5d955-e51e-4512-9a15-3351ecd24c57
2006,Poules,Poland ,Ecuador,2006-01-01,0,2,away_home,Gelsenkirchen,39863dd0-cf29-40ce-a1ac-60ba0dc523de
2006,Poules,England,Paraguay,2006-01-01,1,0,home_team,Frankfurt Am Main,aea0b201-0347-474a-84ac-b02cf0f08dbe
2006,Poules,Trinidad and Tobago,Sweden ,2006-01-01,0,0,draw,Dortmund,8e590f38-aba7-477c-a09d-c325de928026
2006,Poules,Argentina,Ivory Coast ,2006-01-01,2,1,home_team,Hamburg,dbd2dbe0-2be4-4323-8fd6-643eea3f5f23
2006,Poules,Serbia-Montenegro ,Netherlands ,2006-01-01,0,1,away_home,Leipzig,bffa1146-8cd6-42dd-8459-dd36d2a171c2
2006,Poules,Mexico ,Iran ,2006-01-01,3,1,home_team,Nürnberg,acc4ff80-06d5-4d73-8727-5c5e4429f20d
2006,Poules,Australia,Japan ,2006-01-01,3,1,home_team,Kaiserslautern,6f2dad6a-54fb-4a02-b318-1e632e7d824b
2006,Poules,USA,Czech Republic ,2006-01-01,0,3,away_home,Gelsenkirchen,9bdc594b-ae6d-4962-9b32-c56d144c46d9
2006,Poules,Italy ,Ghana,2006-01-01,2,0,home_team,Hannover,4d2da0c8-c7a3-4c89-a18d-bcfc15032c61
2006,Poules,South Korea ,Togo,2006-01-01,2,1,home_team,Frankfurt Am Main,4be31c18-e39c-46b3-b480-4b2b97db0572
2006,Poules,France,Switzerland ,2006-01-01,0,0,draw,Stuttgart,a1ce8bd7-2547-4852-a3ac-a3559c4a20a5
2006,Poules,Brazil ,Croatia ,2006-01-01,1,0,home_team,Berlin,03de7fdc-7d75-4a9b-a8e6-533e4e6b8eab
2006,Poules,Angola,Portugal,2006-01-01,0,1,away_home,Köln,e8c73b43-0315-4adf-8876-261582f8f536
2006,Poules,Tunisia ,Saudi Arabia ,2006-01-01,2,2,draw,München,491f7963-fdac-4b99-a3aa-86bc6ba928b8
2006,Poules,France,South Korea ,2006-01-01,1,1,draw,Leipzig,0434da0e-17be-42be-b7e3-aa306f99031f
2006,Poules,Spain ,Ukraine ,2006-01-01,4,0,home_team,Leipzig,25bb8bd5-1180-4880-8d5b-0859c289dbf2
2006,Poules,Brazil ,Australia,2006-01-01,2,0,home_team,München,a693d218-1d33-4db5-9a13-7430dde9de2a
2006,Poules,Japan ,Croatia ,2006-01-01,0,0,draw,Nürnberg,39c1f961-b403-4337-b039-ea597b24b40b
2006,Poules,Italy ,USA,2006-01-01,1,1,draw,Kaiserslautern,ece4e1b8-7055-4a22-acc1-79c54d0a963f
2006,Poules,Portugal,Iran ,2006-01-01,2,0,home_team,Frankfurt Am Main,b462407c-9ac6-4819-9adb-f18ad708b3a9
2006,Poules,Mexico ,Angola,2006-01-01,0,0,draw,Hannover,2451129d-068a-47e0-a357-4770410216cc
2006,Poules,Czech Republic ,Ghana,2006-01-01,0,2,away_home,Köln,40436a1d-961e-440d-8fff-7c2587a7ef6d
2006,Poules,Argentina,Serbia-Montenegro ,2006-01-01,6,0,home_team,Gelsenkirchen,0a9bcb8f-3dc7-4336-88a7-b80423c441ea
2006,Poules,Sweden ,Paraguay,2006-01-01,1,0,home_team,Berlin,8dacb818-bfbb-4b9a-832f-d1de66b97061
2006,Poules,England,Trinidad and Tobago,2006-01-01,2,0,home_team,Nürnberg,369eaa60-3993-47fd-a86c-9b504d3c2069
2006,Poules,Ecuador,Costa Rica,2006-01-01,3,0,home_team,Hamburg,4af56d5d-386c-4a12-9fee-9ee2dc37f0bb
2006,Poules,Germany ,Poland ,2006-01-01,1,0,home_team,Dortmund,32246ae0-c0ed-4ba8-8702-b4e213de3eb9
2006,Poules,Netherlands ,Ivory Coast ,2006-01-01,2,1,home_team,Stuttgart,2f0a435a-e68d-4a9f-9628-10050333dc76
2010,Poules,North Korea ,Ivory Coast ,2010-01-01,0,3,away_home,Nelspruit,db1c6d64-10a3-437d-a221-d659ffe4bdfe
2010,Poules,Denmark ,Japan ,2010-01-01,1,3,away_home,Rustenburg,bc712dc6-3dab-4243-982a-398799df5d86
2010,Poules,Portugal,Brazil ,2010-01-01,0,0,draw,Durban,fbeb0c37-00c9-494a-93fa-18d632e87dee
2010,Finale,Netherlands ,Spain ,2010-01-01,0,1,away_home,Johannesburg,92bec648-0072-4bae-bc3b-eab0daf54fe9
