edition,round,home_team,away_team,date,home_result,away_result,result,city,id_match
2010,Poules,Cameroon ,Netherlands ,2010-01-01,1,2,away_home,Cape Town,0e50e97c-ec28-4feb-87b5-16882eab4e59
2010,Poules,Paraguay,New Zealand ,2010-01-01,0,0,draw,Polokwane,3fe4e981-75c9-4bb3-bfcb-4ab0635d6f13
2010,Poules,Nigeria,South Korea ,2010-01-01,2,2,draw,Durban,f191099c-8266-4054-8a9b-093449910333
2010,Poules,Australia,Serbia ,2010-01-01,2,1,home_team,Nelspruit,42f76ef4-0c90-41fe-9887-1fa3bce6fd5d
2010,Poules,Ghana,Germany ,2010-01-01,0,1,away_home,Johannesburg,6be36c89-a466-4183-bed8-c0816c440f97
2010,Poules,USA,Algeria ,2010-01-01,1,0,home_team,Pretoria,bb5d9768-6175-452f-865e-cccbe72e246d
2010,Poules,Slovenia ,England,2010-01-01,0,1,away_home,Port_Elizabeth,8b3dca1b-2dbb-4df0-814e-4b221bccc9ca
2010,Poules,Greece ,Argentina,2010-01-01,0,2,away_home,Polokwane,b175efb5-bc22-41de-a3b6-4274f5fe6edf
2010,Poules,Chile,Spain ,2010-01-01,1,2,away_home,Pretoria,0fdddc94-2b08-49d5-b24e-7ed08387e24a
2010,Poules,Slovakia ,Italy ,2010-01-01,3,2,home_team,Johannesburg,0ce75d5e-5d20-4046-8f69-fe8ef4c9342b
2010,Poules,Switzerland ,Honduras,2010-01-01,0,0,draw,Bloemfontein,85df6f0b-a160-4a81-bde7-ad2b0725930d
2010,Troisième place,Uruguay,Germany ,2010-01-01,2,3,away_home,Port_Elizabeth,9b4808a5-e784-4d7f-9ae5-3a63913a0f36
2010,Huitièmes de finale,USA,Ghana,2010-01-01,1,2,away_home,Rustenburg,5186018a-4e69-4d3b-bf4e-24372261136a
2010,Huitièmes de finale,Germany ,England,2010-01-01,4,1,home_team,Bloemfontein,c4ccdb0c-1219-42a0-9f40-24050bdfaa01
2010,Huitièmes de finale,Argentina,Mexico ,2010-01-01,3,1,home_team,Johannesburg,537c4f2f-39cf-468f-9d25-9859622ad7fb
2010,Huitièmes de finale,Netherlands ,Slovakia ,2010-01-01,2,1,home_team,Durban,a4908fba-550d-4f1a-8094-a997e1ff3d12
2010,Huitièmes de finale,Brazil ,Chile,2010-01-01,3,0,home_team,Johannesburg,c6e00959-6cc3-4639-9eb1-fdd8e7168da9
2010,Huitièmes de finale,Paraguay,Japan ,2010-01-01,0,0,draw,Pretoria,8c3b9f2a-bfab-4018-add7-e3725bc8727c
2010,Huitièmes de finale,Spain ,Portugal,2010-01-01,1,0,home_team,Cape Town,89c508f3-3296-4fc4-8731-6ac4693beca1
2010,Quarts de finale,Netherlands ,Brazil ,2010-01-01,2,1,home_team,Port_Elizabeth,c50990f5-bc95-428a-b941-07dacc19f9f7
2010,Quarts de finale,Uruguay,Ghana,2010-01-01,1,1,draw,Johannesburg,7b0c593d-652b-443e-a82d-08244e1ef264
2010,Quarts de finale,Argentina,Germany ,2010-01-01,0,4,away_home,Cape Town,ee14306f-3a5e-4fc2-8ef3-1d965d5bcf58
2010,Quarts de finale,Paraguay,Spain ,2010-01-01,0,1,away_home,Johannesburg,64681e4e-52fc-4956-ab9a-a57888504800
2010,Demi-finales,Uruguay,Netherlands ,2010-01-01,2,3,away_home,Cape Town,0828b3a2-b5b0-4ae3-b79e-5761adc33d1d
2010,Demi-finales,Germany ,Spain ,2010-01-01,0,1,away_home,Durban,8558eb7d-2698-4253-933f-1982abb50b07
2010,Poules,France,South Africa ,2010-01-01,1,2,away_home,Bloemfontein,2ed26244-b0e5-4c5a-a8ba-57f93804b7d1
2010,Huitièmes de finale,Uruguay,South Korea ,2010-01-01,2,1,home_team,Port_Elizabeth,82cdeb34-1e28-4bd1-92bb-0d924f1176ad
2010,Poules,Mexico ,Uruguay,2010-01-01,0,1,away_home,Rustenburg,5e3ff739-4656-48c3-9d3c-899b2924f926
2010,Poules,France,Mexico ,2010-01-01,0,2,away_home,Polokwane,73d03e62-25cb-4712-85a6-5ce45abbc953
2010,Poules,Chile,Switzerland ,2010-01-01,1,0,home_team,Port_Elizabeth,e1311674-bc16-4965-b5ec-ad7ee86d4064
2010,Poules,Spain ,Honduras,2010-01-01,2,0,home_team,Johannesburg,477ad27c-0712-4a4a-b1e9-fcfe55aaa2a1
2010,Poules,South Africa ,Mexico ,2010-01-01,1,1,draw,Johannesburg,017dae2f-7b2b-46b9-a99d-f876d159af1d
2010,Poules,Uruguay,France,2010-01-01,0,0,draw,Cape Town,74dd346d-f21c-42f9-b728-0615bc766003
2010,Poules,South Korea ,Greece ,2010-01-01,2,0,home_team,Port_Elizabeth,825699d7-cc7b-4514-bcf8-7e2e2bbdc74a
2010,Poules,Argentina,Nigeria,2010-01-01,1,0,home_team,Johannesburg,1db3b145-d7f8-4c2f-92d7-a0cd9f59f6a2
2010,Poules,England,USA,2010-01-01,1,1,draw,Rustenburg,993eeed0-d673-4c5f-b5d7-5515e9ff2542
2010,Poules,Algeria ,Slovenia ,2010-01-01,0,1,away_home,Polokwane,f388bed6-c2f0-4bcf-b96b-35a215fd248f
2010,Poules,Serbia ,Ghana,2010-01-01,0,1,away_home,Pretoria,9108004c-06f6-4181-9314-97680ce715cf
2010,Poules,Netherlands ,Denmark ,2010-01-01,2,0,home_team,Johannesburg,de3b28d9-582f-42e7-80c2-e6198f68faf3
2010,Poules,Japan ,Cameroon ,2010-01-01,1,0,home_team,Bloemfontein,7edaed29-da6d-4d88-a5fd-4a3525cfa71a
2010,Poules,Italy ,Paraguay,2010-01-01,1,1,draw,Cape Town,a28dfc71-3751-43a3-9664-1cadc9af2b8d
2010,Poules,New Zealand ,Slovakia ,2010-01-01,1,1,draw,Rustenburg,43c6252e-b314-4b52-82f3-5107b64b7ed3
2010,Poules,Ivory Coast ,Portugal,2010-01-01,0,0,draw,Port_Elizabeth,67dd590c-2c72-4a3b-b540-92dc32366b51
2010,Poules,Brazil ,North Korea ,2010-01-01,2,1,home_team,Johannesburg,45707c35-1726-41fd-aee0-bd97de1d4885
2010,Poules,Germany ,Australia,2010-01-01,4,0,home_team,Durban,540747fb-64d6-4de0-bb9a-fdd18309019c
2010,Poules,Spain ,Switzerland ,2010-01-01,0,1,away_home,Durban,ad7b68a3-0290-4e2f-95f9-34e08c696507
2010,Poules,Honduras,Chile,2010-01-01,0,1,away_home,Nelspruit,124152ed-7cc3-46c7-91aa-69faa18b0709
2010,Poules,Brazil ,Ivory Coast ,2010-01-01,3,1,home_team,Johannesburg,90b22b56-730b-4a97-afa2-42622e7092bf
2010,Poules,Italy ,New Zealand ,2010-01-01,1,1,draw,Nelspruit,b5f44e3c-a72b-4354-998a-ac4527ecb872
2010,Poules,Slovakia ,Paraguay,2010-01-01,0,2,away_home,Bloemfontein,2c888a16-c26a-43d4-9f46-9e162cb5b229
2010,Poules,Cameroon ,Denmark ,2010-01-01,1,2,away_home,Pretoria,6728e479-f79e-4826-b483-b47f02db1593
2010,Poules,Ghana,Australia,2010-01-01,1,1,draw,Rustenburg,8c4a1261-10ce-484e-8565-ef243374be5d
2010,Poules,Netherlands ,Japan ,2010-01-01,1,0,home_team,Durban,b563093a-578f-4d2a-9d08-68dc64345d76
2010,Poules,Portugal,North Korea ,2010-01-01,7,0,home_team,Cape Town,e089be54-8b9c-466d-90bd-d278c569bb60
2010,Poules,Slovenia ,USA,2010-01-01,2,2,draw,Johannesburg,2bd596b0-f864-4c3b-82c9-793f2a92fbdd
2010,Poules,Germany ,Serbia ,2010-01-01,0,1,away_home,Port_Elizabeth,63132517-957e-4098-adfa-256bd054d1bf
2010,Poules,Greece ,Nigeria,2010-01-01,2,1,home_team,Bloemfontein,234335b1-3765-4218-9156-e28990739c07
2010,Poules,Argentina,South Korea ,2010-01-01,4,1,home_team,Johannesburg,7be97ea9-37d7-45eb-8465-767f830d68c2
2010,Poules,South Africa ,Uruguay,2010-01-01,0,3,away_home,Pretoria,250dd393-9408-41fa-84d2-1e1be5e6bffb
2010,Poules,England,Algeria ,2010-01-01,0,0,draw,Cape Town,9e91100a-366a-407d-b8c1-b326760ab8f8
2014,Poules,Brazil,Croatia,2014-06-12,3,1,home_team,Sao Paulo ,b0a4223a-4862-416b-9519-f5702f963673
2014,Poules,Spain,Netherlands,2014-06-13,1,5,away_team,Salvador ,1ffaad86-f269-42f2-b653-3ff972ca6357
2014,Poules,Mexico,Cameroon,2014-06-13,1,0,home_team,Natal ,87e2ef35-e3f5-4e99-81bd-a503e08a83b8
2014,Poules,Chile,Australia,2014-06-13,3,1,home_team,Cuiaba ,0bf4dc7a-c722-4b14-8ffd-d7a5c5c2e27b
2014,Poules,Côte d'Ivoire,Japan,2014-06-14,2,1,home_team,Recife ,49e32728-44d4-4cae-b6a9-067dc8ec6c5c
2014,Poules,England,Italy,2014-06-14,1,2,away_team,Manaus ,1e22522b-53b3-4986-afe0-4663fb358220
2014,Poules,Colombia,Greece,2014-06-14,3,0,home_team,Belo Horizonte ,7a15ee39-e2ca-41cf-9b19-b93beadbc44b
2014,Poules,Uruguay,Costa Rica,2014-06-14,1,3,away_team,Fortaleza ,dbb136ac-1ecb-4548-b362-0f5393338bb1
2014,Poules,Argentina,"rn"">Bosnia and Herzegovina",2014-06-15,2,1,home_team,Rio De Janeiro ,fadf480b-aab7-46b3-93ac-6785a597b92f
2014,Poules,Switzerland,Ecuador,2014-06-15,2,1,home_team,Brasilia ,b148c44e-5750-4fda-956b-d27a9a060ddb
2014,Poules,France,Honduras,2014-06-15,3,0,home_team,Porto Alegre ,55d92884-ff30-43e0-bf7c-f8049ff50084
2014,Poules,IR Iran,Nigeria,2014-06-16,0,0,draw,Curitiba ,116cf370-aaec-4c91-a14c-9e2b08db5e13
2014,Poules,Ghana,USA,2014-06-16,1,2,away_team,Natal ,0bd65b42-265b-4bfc-9810-be6d1d218978
2014,Poules,Germany,Portugal,2014-06-16,4,0,home_team,Salvador ,3f013c9e-0585-43b5-9343-2b9c756873da
2014,Poules,Belgium,Algeria,2014-06-17,2,1,home_team,Belo Horizonte ,5e7f7b6a-d6c3-4fd1-9d87-87db5585212d
2014,Poules,Brazil,Mexico,2014-06-17,0,0,draw,Fortaleza ,2270534f-fb78-4e61-8b5e-8c611baeb69b
2014,Poules,Russia,Korea Republic,2014-06-17,1,1,draw,Cuiaba ,02c74ac2-2f15-4042-8ebf-74e19a5dae5d
2014,Poules,Australia,Netherlands,2014-06-18,2,3,away_team,Porto Alegre ,94834e9c-f3c4-416b-805a-444ba9ffd63d
2014,Poules,Spain,Chile,2014-06-18,0,2,away_team,Rio De Janeiro ,23e4d090-821b-4afa-8a32-e3a38678237d
2014,Poules,Cameroon,Croatia,2014-06-18,0,4,away_team,Manaus ,ca8ad258-5894-4c43-9786-f87dbad3b567
2014,Poules,Colombia,Côte d'Ivoire,2014-06-19,2,1,home_team,Brasilia ,9c6af4a1-3627-4a22-8674-3215ab0d9452
2014,Poules,Uruguay,England,2014-06-19,2,1,home_team,Sao Paulo ,a2d16673-f5e3-4488-9650-609dd4dacd05
2014,Poules,Japan,Greece,2014-06-19,0,0,draw,Natal ,79ccd4ba-f11b-4f67-89e4-4ee6cf2db8ee
2014,Poules,Italy,Costa Rica,2014-06-20,0,1,away_team,Recife ,32faddc2-6705-4a61-a79c-d84f70348ba5
2014,Poules,Switzerland,France,2014-06-20,2,5,away_team,Salvador ,1538c61b-6bed-4ec1-961b-337f1899cefc
2014,Poules,Honduras,Ecuador,2014-06-20,1,2,away_team,Curitiba ,4203df8d-18d1-4bcd-b33e-ea1afb45d6fe
2014,Poules,Germany,Ghana,2014-06-21,2,2,draw,Fortaleza ,7c2c3dbb-8014-4eb3-9f7f-0523cdbc1312
2014,Poules,Nigeria,"rn"">Bosnia and Herzegovina",2014-06-21,1,0,home_team,Cuiaba ,5ae5075f-5fa9-402c-97f3-d772294431b6
2014,Poules,Argentina,IR Iran,2014-06-21,1,0,home_team,Belo Horizonte ,371b6cba-3478-4902-8265-547b70059c14
2014,Poules,Korea Republic,Algeria,2014-06-22,2,4,away_team,Porto Alegre ,9ec35993-c4b6-475a-8102-241068251035
2014,Poules,USA,Portugal,2014-06-22,2,2,draw,Manaus ,5ca517c3-b012-4a07-9d55-47374b906d8d
2014,Poules,Belgium,Russia,2014-06-22,1,0,home_team,Rio De Janeiro ,0e1991a7-6d1d-41ff-8e17-5fdf0112ab53
2014,Poules,Croatia,Mexico,2014-06-23,1,3,away_team,Recife ,5a2554b5-b5dd-4f44-acbc-c33d197971a6
2014,Poules,Australia,Spain,2014-06-23,0,3,away_team,Curitiba ,c6108b5f-2f55-43b7-b270-dd8ce011eb5e
2014,Poules,Netherlands,Chile,2014-06-23,2,0,home_team,Sao Paulo ,d79a2b1c-3bf2-4e1a-a277-5ddd270f62bc
2014,Poules,Cameroon,Brazil,2014-06-23,1,4,away_team,Brasilia ,e29d2c5a-53a4-473f-a52a-e05077280d42
2014,Poules,Greece,Côte d'Ivoire,2014-06-24,2,1,home_team,Fortaleza ,fe699add-5194-484d-8990-b2d86852796a
2014,Poules,Japan,Colombia,2014-06-24,1,4,away_team,Cuiaba ,54834d46-5510-4bbc-b813-4027eeacbc6b
2014,Poules,Italy,Uruguay,2014-06-24,0,1,away_team,Natal ,eb06dbea-8d5c-47be-9b7b-45e97f6a04db
2014,Poules,Costa Rica,England,2014-06-24,0,0,draw,Belo Horizonte ,f2d359cd-80a4-40ad-a663-ca69714a796f
2014,Poules,Honduras,Switzerland,2014-06-25,0,3,away_team,Manaus ,ac2c21aa-7709-4ee5-ad7a-1fbd726925f4
2014,Poules,Nigeria,Argentina,2014-06-25,2,3,away_team,Porto Alegre ,574d4ee3-05fd-4438-a7c8-d825dd2cb720
2014,Poules,"rn"">Bosnia and Herzegovina",IR Iran,2014-06-25,3,1,home_team,Salvador ,dc5b3a68-faa1-40b3-abab-7b1dea648031
2014,Poules,Ecuador,France,2014-06-25,0,0,draw,Rio De Janeiro ,aa183101-de68-433c-9ec0-441015ed04e7
2014,Poules,Korea Republic,Belgium,2014-06-26,0,1,away_team,Sao Paulo ,7baea171-0473-4b62-bf75-6c7d8fc65105
2014,Poules,Algeria,Russia,2014-06-26,1,1,draw,Curitiba ,d49af733-82ff-439e-abd3-b43cef32ab83
2014,Poules,USA,Germany,2014-06-26,0,1,away_team,Recife ,4fbe1d5f-1b4a-4260-bfe3-f67fcb8728b8
2014,Poules,Portugal,Ghana,2014-06-26,2,1,home_team,Brasilia ,1245f504-8790-418e-889c-c783b16d0f55
2014,Huitièmes de finale,Colombia,Uruguay,2014-06-28,2,0,home_team,Rio De Janeiro ,77e35e05-d8fd-42d7-8bed-31b1f508c558
2014,Huitièmes de finale,Brazil,Chile,2014-06-28,1,1,draw,Belo Horizonte ,ae829a29-be0e-4dd2-bb74-dfe3e82827a9
2014,Huitièmes de finale,Costa Rica,Greece,2014-06-29,1,1,draw,Recife ,dcf16b22-9c09-418c-bb65-8e9c220dfb4b
2014,Huitièmes de finale,Netherlands,Mexico,2014-06-29,2,1,home_team,Fortaleza ,29f45d7f-a658-427c-8849-470ecb36a03f
2014,Huitièmes de finale,France,Nigeria,2014-06-30,2,0,home_team,Brasilia ,0769c59d-9c65-4acc-a843-da122375448d
2014,Huitièmes de finale,Germany,Algeria,2014-06-30,2,1,home_team,Porto Alegre ,75cb01ac-23dd-41b1-8922-083555c29b36
2014,Huitièmes de finale,Argentina,Switzerland,2014-07-01,1,0,home_team,Sao Paulo ,38d0a6f9-6b9e-4b34-901b-5ad63f4d2775
2014,Huitièmes de finale,Belgium,USA,2014-07-01,2,1,home_team,Salvador ,2df8eabb-0f74-4634-ac87-19663569f60c
2014,Quarts de finale,France,Germany,2014-07-04,0,1,away_team,Rio De Janeiro ,f90dafb8-a039-4dc7-909f-d4190829ec44
2014,Quarts de finale,Brazil,Colombia,2014-07-04,2,1,home_team,Fortaleza ,6d702766-33fd-4ecc-bb54-ba74a18d385a
2014,Quarts de finale,Netherlands,Costa Rica,2014-07-05,0,0,draw,Salvador ,975aa15c-59d6-408b-90c5-47edc14c9a83
2014,Quarts de finale,Argentina,Belgium,2014-07-05,1,0,home_team,Brasilia ,afcb935c-41d6-4208-91a9-5b11246d29ae
2014,Demi-finales,Brazil,Germany,2014-07-08,1,7,away_team,Belo Horizonte ,aaf4fe2d-5784-4cb4-8bb9-253f6ff8ed59
2014,Demi-finales,Netherlands,Argentina,2014-07-09,0,0,draw,Sao Paulo ,8a845abb-0f94-4d40-b515-0824cc924485
2014,Troisième place,Brazil,Netherlands,2014-07-12,0,3,away_team,Brasilia ,732859a0-8fed-4592-b252-8d26bcb4885e
2014,Finale,Germany,Argentina,2014-07-13,1,0,home_team,Rio De Janeiro ,76242a02-3e13-4c90-8010-4a619e39c159
2018,Poules,Russia,Saudi Arabia,2018-06-14,5,0,home_team,Moscow,5f27ce5f-8736-47a4-949e-053f282b0fea
2018,Poules,Morocco,Iran,2018-06-15,0,1,away_home,Saint Petersburg,88ae8998-b0c6-4d8b-a42a-94e18717b702
2018,Poules,Portugal,Spain,2018-06-15,3,3,draw,Sochi,3e6f5e7e-b4bc-420f-bfa4-6360c33d4759
2018,Poules,Egypt,Uruguay,2018-06-15,0,1,away_home,Yekaterinburg,596aba44-428f-4936-9201-7509def671f9
2018,Poules,Croatia,Nigeria,2018-06-16,2,0,home_team,Kaliningrad,3476b1f1-c51b-47d5-a56a-0376e0eb48d2
2018,Poules,Argentina,Iceland,2018-06-16,1,1,draw,Moscow,304a169c-5075-410b-8688-9aec0e211569
2018,Poules,Peru,Denmark,2018-06-16,0,1,away_home,Saransk,b7ee0f09-516c-4b64-9709-b5949ec30412
2018,Poules,France,Australia,2018-06-16,2,1,home_team,Kazan,d33a7992-55fa-42b4-ad5f-66dbcc410f52
2018,Poules,Germany,Mexico,2018-06-17,0,1,away_home,Moscow,d7b751fb-0584-48b7-9a46-652e01637d84
2018,Poules,Costa Rica,Serbia,2018-06-17,0,1,away_home,Samara,f4e40bec-1fbb-4e75-bcf1-3fec1add317c
2018,Poules,Brazil,Switzerland,2018-06-17,1,1,draw,Rostov-on-Don,453de719-4d50-4af8-9cae-3e59883ba203
2018,Poules,Sweden,South Korea,2018-06-18,1,0,home_team,Nizhny Novgorod,fe85cdbe-0e51-44d5-a168-ea53b4a25bc8
2018,Poules,Tunisia,England,2018-06-18,1,2,away_home,Volgograd,508c6134-f5f9-4a25-b953-455089b075e1
2018,Poules,Belgium,Panama,2018-06-18,3,0,home_team,Sochi,4a53389e-a0da-4cec-967a-a746775eead7
2018,Poules,Russia,Egypt,2018-06-19,3,1,home_team,Saint Petersburg,e0dbd522-f431-4e2b-8d68-01356b9d6b77
2018,Poules,Poland,Senegal,2018-06-19,1,2,away_home,Moscow,b15b0c61-36ac-4f6e-ac41-29bc1f630723
2018,Poules,Colombia,Japan,2018-06-19,1,2,away_home,Saransk,a87454dd-03d5-4191-9726-e0c73c6cb1a5
2018,Poules,Portugal,Morocco,2018-06-20,1,0,home_team,Moscow,537b1e85-b511-489a-93af-3c6e01958c27
2018,Poules,Iran,Spain,2018-06-20,0,1,away_home,Kazan,8b30ccad-1d04-4c73-979b-1c3402b4eb8a
2018,Poules,Uruguay,Saudi Arabia,2018-06-20,1,0,home_team,Rostov-on-Don,f806250d-6763-4499-b697-d58b11d82eb3
2018,Poules,Denmark,Australia,2018-06-21,1,1,draw,Samara,61194d63-44d9-4ace-bdd2-11fc336e0f8b
2018,Poules,Argentina,Croatia,2018-06-21,0,3,away_home,Nizhny Novgorod,103f6dd4-b7a1-4a7f-8d45-94fca45f8225
2018,Poules,France,Peru,2018-06-21,1,0,home_team,Yekaterinburg,39c73b41-ee48-4065-a835-9c78e9bb1c7f
2018,Poules,Nigeria,Iceland,2018-06-22,2,0,home_team,Volgograd,614eb440-109f-4db1-a883-e97fd58f5fbb
2018,Poules,Serbia,Switzerland,2018-06-22,1,2,away_home,Kaliningrad,47548b4d-ddc5-40f7-bd8f-67de2b08504d
2018,Poules,Brazil,Costa Rica,2018-06-22,2,0,home_team,Saint Petersburg,c0a0ff1e-b9a5-4470-8068-6b1c35e23798
2018,Poules,Germany,Sweden,2018-06-23,2,1,home_team,Sochi,45da62cc-657d-44c9-9a8e-92af109ad204
2018,Poules,South Korea,Mexico,2018-06-23,1,2,away_home,Rostov-on-Don,acb5dc18-9ce8-4175-b65a-a4cc45665eb3
2018,Poules,Belgium,Tunisia,2018-06-23,5,2,home_team,Moscow,4304f447-1fdc-4086-ae81-59fe0b1548e0
2018,Poules,Japan,Senegal,2018-06-24,2,2,draw,Yekaterinburg,dd4794cc-da80-49f1-b18c-81c9061811f1
2018,Poules,Poland,Colombia,2018-06-24,0,3,away_home,Kazan,71e96f2a-0079-4633-881c-855bea211270
2018,Poules,England,Panama,2018-06-24,6,1,home_team,Nizhny Novgorod,7365a2a9-ef3b-42c3-a371-2e71060085a8
2018,Poules,Iran,Portugal,2018-06-25,1,1,draw,Saransk,9b8c3461-7110-43bd-a002-1b1480940d5f
2018,Poules,Saudi Arabia,Egypt,2018-06-25,2,1,home_team,Volgograd,eecfed22-0191-4d9c-b30c-33cf0c22b2ea
2018,Poules,Spain,Morocco,2018-06-25,2,2,draw,Kaliningrad,99156be4-276d-4131-9604-6adc0ae4ef54
2018,Poules,Uruguay,Russia,2018-06-25,3,0,home_team,Samara,704c71cd-05ca-4650-90d8-03ea6ee29023
2018,Poules,Nigeria,Argentina,2018-06-26,1,2,away_home,Saint Petersburg,f96d888b-fff6-431f-a4ab-119403327db6
2018,Poules,Iceland,Croatia,2018-06-26,1,2,away_home,Rostov-on-Don,867b66e7-2a01-4ad2-b6b5-b41dc21af0b2
2018,Poules,Denmark,France,2018-06-26,0,0,draw,Moscow,f0f94ff5-506d-4599-bb87-0f903fc26517
2018,Poules,Australia,Peru,2018-06-26,0,2,away_home,Sochi,8b403b5a-6070-4081-9533-76d7b634d4da
2018,Poules,Serbia,Brazil,2018-06-27,0,2,away_home,Moscow,86c0b565-d4fa-4a45-a031-93475fb00fb1
2018,Poules,South Korea,Germany,2018-06-27,2,0,home_team,Kazan,c337787b-2ba5-4c2e-b27b-09cd239f84a6
2018,Poules,Mexico,Sweden,2018-06-27,0,3,away_home,Yekaterinburg,1b16b1e6-add5-4571-bdd5-4462a37e2846
2018,Poules,Switzerland,Costa Rica,2018-06-27,2,2,draw,Nizhny Novgorod,f1dc7731-7c3c-4208-b25c-cd2ba850457b
2018,Poules,England,Belgium,2018-06-28,0,1,away_home,Kaliningrad,1c0adb04-f733-429d-a5e1-c54ada1023f0
2018,Poules,Panama,Tunisia,2018-06-28,1,2,away_home,Saransk,269c7194-e690-48f0-8e5a-c7c90f135843
2018,Poules,Senegal,Colombia,2018-06-28,0,1,away_home,Samara,8434254a-1d55-4f7f-a73f-6985c87785dd
2018,Poules,Japan,Poland,2018-06-28,0,1,away_home,Volgograd,66212797-c476-4ddb-a95d-ed6f702782db
2018,Huitième de finale,Uruguay,Portugal,2018-06-30,2,1,home_team,Sochi,03646876-f291-4f32-93ec-a2ee5658787f
2018,Huitième de finale,France,Argentina,2018-06-30,4,3,home_team,Kazan,c695172a-4c26-4929-b8ab-65fca0866434
2018,Huitième de finale,Croatia,Denmark,2018-07-01,1,1,draw,Nizhny Novgorod,788d8428-3e30-44e1-b162-80ccd5ba1338
2018,Huitième de finale,Spain,Russia,2018-07-01,1,1,draw,Moscow,986acc8d-0ba0-465f-90e0-d617c7b6de97
2018,Huitième de finale,Belgium,Japan,2018-07-02,3,2,home_team,Rostov-on-Don,b473ee95-caf3-4fa3-9286-a46c9a542cbd
2018,Huitième de finale,Brazil,Mexico,2018-07-02,2,0,home_team,Samara,304ee17f-9a0b-4e8b-9bd1-ef43e033bd17
2018,Huitième de finale,Colombia,England,2018-07-03,1,1,draw,Moscow,162aeb09-b694-4086-b03b-4f4e0fde25ab
2018,Huitième de finale,Sweden,Switzerland,2018-07-03,1,0,home_team,Saint Petersburg,c432f9eb-993a-4099-9354-b5e9aeecf100
2018,Quarts de finale,Brazil,Belgium,2018-07-06,1,2,away_home,Kazan,85529a94-d190-4f2d-841f-bb689b6eebbf
2018,Quarts de finale,Uruguay,France,2018-07-06,0,2,away_home,Nizhny Novgorod,360192a6-00f4-4c6f-9dd8-f39721615cb5
2018,Quarts de finale,Sweden,England,2018-07-07,0,2,away_home,Samara,2fe3340a-7f1a-43de-a1da-c3e10f0a7129
2018,Quarts de finale,Russia,Croatia,2018-07-07,2,2,draw,Sochi,60ea401d-910e-403c-9c63-a39603bdf117
2018,Demi-finales,France,Belgium,2018-07-10,1,0,home_team,Saint Petersburg,90cb3e55-9c04-4bd5-8204-4ffe707174e2
2018,Demi-finales,Croatia,England,2018-07-11,2,1,home_team,Moscow,cbf5fb4d-15ae-4e03-8509-93054164e51a
2018,Troisième place,Belgium,England,2018-07-14,2,0,home_team,Saint Petersburg,f932a2d7-5d78-4039-bbe9-2115b64ab828
2018,Finale,France,Croatia,2018-07-15,4,2,home_team,Moscow,2f820370-e5b4-4324-b5b3-3ae473f18767
2022,Poules,Qatar,Ecuador,2022-11-20,0,2,away_team,Al Khor,32d9a057-7874-41ee-8bec-1a56886175b0
2022,Poules,England,Iran,2022-11-21,6,2,home_team,Ar-Rayyan,e5303959-cad1-4cd8-92d4-ecdf9971bb26
2022,Poules,Senegal,Netherlands,2022-11-21,0,2,away_team,Doha,b459d3ca-7f24-42e5-8a72-d1f9a32718a8
2022,Poules,United States,Wales,2022-11-21,1,1,draw,Ar-Rayyan,c6da49f0-a4ea-499d-b004-5c9be3df877d
2022,Poules,Argentina,Saudi Arabia,2022-11-22,1,2,away_team,Al Daayen,f57ab698-c1ee-42c3-a403-327a064434f0
2022,Poules,Denmark,Tunisia,2022-11-22,0,0,draw,Doha,7354fd0c-1598-4339-bbd0-c66dc25b65c5
2022,Poules,Mexico,Poland,2022-11-22,0,0,draw,Doha,ec37bbca-9516-419c-852b-0892e3fdf9ca
2022,Poules,France,Australia,2022-11-22,4,1,home_team,Al Wakrah,f2ef937b-14f4-4074-be90-ed5e6fef98b3
2022,Poules,Belgium,Canada,2022-11-23,1,0,home_team,Ar-Rayyan,b17a2513-17c7-4353-819e-772bd475a535
2022,Poules,Spain,Costa Rica,2022-11-23,7,0,home_team,Doha,24e43349-91ff-41f6-b320-0df490d47316
2022,Poules,Germany,Japan,2022-11-23,1,2,away_team,Ar-Rayyan,b77c60bf-b791-4a58-965f-9fe75a5198a4
2022,Poules,Morocco,Croatia,2022-11-23,0,0,draw,Al Khor,35024c87-45c9-4691-b42e-aa4658086058
2022,Poules,Brazil,Serbia,2022-11-24,2,0,home_team,Al Daayen,0e0b1f7b-0a9d-47d0-9401-b617a691b498
2022,Poules,Portugal,Ghana,2022-11-24,3,2,home_team,Doha,bf702631-8246-43bc-b0c0-0520df98067b
2022,Poules,Switzerland,Cameroon,2022-11-24,1,0,home_team,Al Wakrah,00137e55-5336-460e-993d-ba1863f133b1
2022,Poules,Uruguay,Korea Republic,2022-11-24,0,0,draw,Doha,b6766281-f969-4579-ac0d-7b56cf5df29e
2022,Poules,England,United States,2022-11-25,0,0,draw,Al Khor,48831349-d758-48a8-9720-1f6348e4dc22
2022,Poules,Netherlands,Ecuador,2022-11-25,1,1,draw,Ar-Rayyan,3710322f-a4c6-4771-a8e0-20c412c8c73b
2022,Poules,Qatar,Senegal,2022-11-25,1,3,away_team,Doha,b686cbf7-fc14-4510-ac4d-4831b52a0ab8
2022,Poules,Wales,Iran,2022-11-25,0,2,away_team,Ar-Rayyan,edde1010-b92d-4566-b157-3eefddb72399
2022,Poules,Tunisia,Australia,2022-11-26,0,1,away_team,Al Wakrah,c8025b24-3757-4e39-b76c-97af7c90ed3f
